system_id,hostname,ip_address,timestamp,uptime,os_type,os_version,os_release,kernel_version,architecture,platform,cpu_model,cpu_cores,cpu_threads,cpu_freq_current,cpu_freq_max,cpu_usage,cpu_user,cpu_system,cpu_idle,cpu_iowait,load_1m,load_5m,load_15m,ram_total,ram_used,ram_free,ram_percent,swap_percent,disk_type,disk_total,disk_used,disk_free,disk_percent,disk_io_wait,disk_read_bytes,disk_write_bytes,net_bytes_sent,net_bytes_recv,net_packets_sent,net_packets_recv,net_rtt,process_count,thread_count,top_process_cpu,top_process_memory,cpu_temp,fan_speed,power_usage
1,server-linux-01,192.168.1.10,01-01-26 16:02,357730,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel Xeon E5-2670,8,16,2.63,3.1,42.28,27.48,10.57,57.72,9.53,2.11,1.92,1.69,64,33.37,30.63,52.13,6.61,NVMe,2000,1390.89,609.11,69.54,9.53,195540,264518,221590,158221,2225,2826,10.08,143,572,27.84,7.29,51.01,2924,190
1,server-linux-01,192.168.1.10,01-01-26 16:02,357740,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Apple M1,8,8,3.04,3.2,38.42,24.98,9.61,61.58,5.24,1.92,1.75,1.54,16,4.57,11.43,28.56,4.01,HDD,512,384.02,127.98,75,5.24,369092,197416,231872,236669,2120,2255,16.49,87,348,3.85,12.84,67.6,2993,196
2,server-win-01,192.168.1.20,01-01-26 16:02,357750,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Apple M1,8,8,2.47,3.2,43.8,28.47,10.95,56.2,3.29,2.19,1.99,1.75,64,29.46,34.54,46.03,5.61,SSD,512,221.62,290.38,43.29,3.29,229022,224690,199874,292597,1826,2877,9.82,90,360,27.87,10.88,52.19,2992,173
2,server-win-01,192.168.1.20,01-01-26 16:02,357760,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Apple M1,8,8,2.76,3.2,31.44,20.43,7.86,68.56,7.79,1.57,1.43,1.26,32,17.88,14.12,55.87,0.45,SSD,2000,1554.98,445.02,77.75,7.79,196914,217815,160463,273526,2059,3139,9.88,125,500,9.84,14.63,60.67,3017,236
1,server-linux-01,192.168.1.10,01-01-26 16:02,357770,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Apple M1,8,8,2.27,3.2,35.74,23.23,8.93,64.26,5.06,1.79,1.62,1.43,64,30.6,33.4,47.8,4.12,NVMe,512,232.41,279.59,45.39,5.06,192813,186132,141011,242744,1485,2533,6.99,128,512,16.55,4.53,66.19,3045,222
3,server-linux-02,192.168.1.30,01-01-26 16:03,357780,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,AMD Ryzen 7 3700X,8,16,3.57,4.4,45.48,29.56,11.37,54.52,7.36,2.27,2.07,1.82,32,5.3,26.7,16.56,8.52,SSD,2000,1274.96,725.04,63.75,7.36,200603,220880,165317,346157,2798,2690,10.05,120,480,13.3,12.12,63.55,3239,213
1,server-linux-01,192.168.1.10,01-01-26 16:03,357790,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,AMD Ryzen 7 3700X,8,16,3.76,4.4,34.2,22.23,8.55,65.8,5.49,1.71,1.55,1.37,64,29.83,34.17,46.6,4.71,SSD,512,157.49,354.51,30.76,5.49,199119,204906,188627,313575,2740,2535,8.9,92,368,26.39,16.7,60.07,2667,188
3,server-linux-02,192.168.1.30,01-01-26 16:03,357800,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel Xeon E5-2670,8,16,2.93,3.1,25.05,16.28,6.26,74.95,6.5,1.25,1.14,1,16,8.76,7.24,54.77,3.74,NVMe,512,346.86,165.14,67.75,6.5,183759,240179,100801,263559,1894,2963,5.79,119,476,23.28,11.33,64.16,2049,158
4,server-mac-01,192.168.1.40,01-01-26 16:03,357810,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel i7-9750H,6,12,3.69,4,34.51,22.43,8.63,65.49,7.99,1.73,1.57,1.38,64,34.52,29.48,53.94,2.86,SSD,1000,456.74,543.26,45.67,7.99,215251,263931,197353,210713,2490,2510,11.33,113,452,11.42,14.33,67.45,3249,191
3,server-linux-02,192.168.1.30,01-01-26 16:03,357820,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,AMD Ryzen 7 3700X,8,16,2.41,4.4,35.92,23.35,8.98,64.08,6.97,1.8,1.63,1.44,64,22.82,41.18,35.66,5.96,NVMe,512,316.48,195.52,61.81,6.97,173778,145368,138233,385524,1346,2428,11.12,133,532,20.38,12.34,50.33,3078,208
2,server-win-01,192.168.1.20,01-01-26 16:03,357830,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Apple M1,8,8,2.22,3.2,42.88,27.87,10.72,57.12,2.47,2.14,1.95,1.72,16,9.84,6.16,61.53,3.18,HDD,512,271.46,240.54,53.02,2.47,229097,146848,219427,267705,1452,2310,9.76,127,508,20.38,15.69,55.3,2875,187
1,server-linux-01,192.168.1.10,01-01-26 16:04,357840,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Intel i7-9750H,6,12,2.43,4,48.99,31.84,12.25,51.01,4.41,2.45,2.23,1.96,32,13.84,18.16,43.24,7.9,SSD,2000,1345,655,67.25,4.41,273865,208450,103028,254372,2962,2113,14.56,125,500,21.05,13.5,66.68,2967,211
3,server-linux-02,192.168.1.30,01-01-26 16:04,357850,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Intel i7-9750H,6,12,2.68,4,27.81,18.08,6.95,72.19,4.54,1.39,1.26,1.11,64,35.45,28.55,55.4,0.11,HDD,2000,1335.79,664.21,66.79,4.54,304398,126088,205093,283802,1794,3849,16.45,150,600,23.52,9.66,63.53,2914,176
1,server-linux-01,192.168.1.10,01-01-26 16:04,357860,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Intel i7-9750H,6,12,3.98,4,46.6,30.29,11.65,53.4,4.71,2.33,2.12,1.86,16,6.76,9.24,42.25,7.48,HDD,1000,447.61,552.39,44.76,4.71,241568,184393,204553,253801,2642,2103,8.66,150,600,22.47,11.26,48.19,3379,169
4,server-mac-01,192.168.1.40,01-01-26 16:04,357870,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Intel i7-9750H,6,12,3.95,4,33.62,21.85,8.41,66.38,4.81,1.68,1.53,1.34,32,16.36,15.64,51.14,3.73,SSD,1000,767.96,232.04,76.8,4.81,191666,214084,148498,191800,1365,2084,15.59,98,392,35.71,11.72,62.94,2836,185
4,server-mac-01,192.168.1.40,01-01-26 16:04,357880,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Intel i7-9750H,6,12,3.21,4,40.48,26.31,10.12,59.52,5.11,2.02,1.84,1.62,16,7.51,8.49,46.95,6.42,HDD,2000,1096.11,903.89,54.81,5.11,197506,199946,168102,244555,2582,2495,10.3,128,512,15.16,8.85,56.59,3002,193
3,server-linux-02,192.168.1.30,01-01-26 16:04,357890,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,AMD Ryzen 7 3700X,8,16,2.48,4.4,50.35,32.73,12.59,49.65,6.51,2.52,2.29,2.01,64,22.93,41.07,35.82,5.46,SSD,1000,620.36,379.64,62.04,6.51,167148,325556,203767,322253,2188,2642,11.86,81,324,28.96,11.54,60.57,2078,192
4,server-mac-01,192.168.1.40,01-01-26 16:05,357900,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Intel i7-9750H,6,12,2.32,4,31.7,20.6,7.92,68.3,1.51,1.58,1.44,1.27,32,14.82,17.18,46.31,3.53,HDD,512,197.7,314.3,38.61,1.51,340503,245739,171362,186783,2155,1698,13.51,128,512,17.45,9.69,69.16,2934,201
1,server-linux-01,192.168.1.10,01-01-26 16:05,357910,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Apple M1,8,8,2.03,3.2,31.35,20.38,7.84,68.65,7.6,1.57,1.43,1.25,64,31.3,32.7,48.9,4.79,NVMe,1000,492.83,507.17,49.28,7.6,237448,172828,185259,217854,2389,2706,11.78,128,512,16.91,10.38,63.21,3253,251
2,server-win-01,192.168.1.20,01-01-26 16:05,357920,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel i7-9750H,6,12,2.34,4,37.14,24.14,9.28,62.86,5.57,1.86,1.69,1.49,64,36.97,27.03,57.76,3.76,NVMe,1000,463.35,536.65,46.34,5.57,254211,151715,141129,352139,1887,2822,11.3,103,412,8.74,10.6,55.32,2998,224
1,server-linux-01,192.168.1.10,01-01-26 16:05,357930,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Apple M1,8,8,2.97,3.2,22.47,14.61,5.62,77.53,7.53,1.12,1.02,0.9,16,7.39,8.61,46.22,7.91,NVMe,512,229.99,282.01,44.92,7.53,233429,173102,209699,285192,1482,2090,16.01,108,432,24.3,14.53,63.58,2509,208
4,server-mac-01,192.168.1.40,01-01-26 16:05,357940,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel Xeon E5-2670,8,16,2.57,3.1,28.62,18.6,7.15,71.38,4.52,1.43,1.3,1.14,64,40.88,23.12,63.88,3.28,HDD,2000,756.76,1243.24,37.84,4.52,197904,199886,162479,319778,1694,2814,10.01,132,528,7.36,18.7,52.79,2746,185
2,server-win-01,192.168.1.20,01-01-26 16:05,357950,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel Xeon E5-2670,8,16,2.89,3.1,45.67,29.68,11.42,54.33,6.08,2.28,2.08,1.83,64,35.31,28.69,55.17,6.86,HDD,512,234.17,277.83,45.74,6.08,190405,133839,172517,255124,1756,2930,11.61,112,448,12.07,5.39,60.81,2930,207
3,server-linux-02,192.168.1.30,01-01-26 16:06,357960,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Intel i7-9750H,6,12,3.98,4,52.63,34.21,13.16,47.37,3.78,2.63,2.39,2.11,64,31.84,32.16,49.75,5.16,NVMe,1000,622.31,377.69,62.23,3.78,158816,301067,91266,316257,2040,1902,8.91,150,600,22.44,6.58,45.92,3003,174
2,server-win-01,192.168.1.20,01-01-26 16:06,357970,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel i7-9750H,6,12,3.67,4,43.9,28.53,10.97,56.1,8.38,2.19,2,1.76,16,7.95,8.05,49.68,5.46,HDD,2000,1046.97,953.03,52.35,8.38,257278,104324,225391,250847,1415,3425,14.63,134,536,9.38,16.17,54.19,2595,211
3,server-linux-02,192.168.1.30,01-01-26 16:06,357980,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel Xeon E5-2670,8,16,2.06,3.1,41.05,26.69,10.26,58.95,4.51,2.05,1.87,1.64,32,21.07,10.93,65.85,2.12,SSD,512,353.2,158.8,68.98,4.51,231098,185226,121021,279002,1955,3449,8.78,106,424,25.32,20.84,72.69,2378,230
3,server-linux-02,192.168.1.30,01-01-26 16:06,357990,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Apple M1,8,8,2.8,3.2,47.34,30.77,11.84,52.66,5.97,2.37,2.15,1.89,64,36.06,27.94,56.34,5.97,SSD,512,318.6,193.4,62.23,5.97,318646,193824,104651,285079,2596,3124,12.44,118,472,17.17,9.19,54.29,2839,292
2,server-win-01,192.168.1.20,01-01-26 16:06,358000,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,AMD Ryzen 7 3700X,8,16,4.26,4.4,44.26,28.77,11.07,55.74,2.68,2.21,2.01,1.77,16,5.1,10.9,31.89,2.96,NVMe,1000,472.29,527.71,47.23,2.68,179041,177566,97999,235908,2510,2613,12.43,106,424,10.79,11.05,62.13,3566,203
3,server-linux-02,192.168.1.30,01-01-26 16:06,358010,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel Xeon E5-2670,8,16,2.14,3.1,54.97,35.73,13.74,45.03,7.49,2.75,2.5,2.2,32,20.55,11.45,64.21,1.76,NVMe,2000,1058.51,941.49,52.93,7.49,214917,208943,189456,211957,2111,2471,16.08,116,464,24.3,9.45,58.16,3172,185
1,server-linux-01,192.168.1.10,01-01-26 16:07,358020,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Intel i7-9750H,6,12,2.44,4,30.09,19.56,7.52,69.91,7.9,1.5,1.37,1.2,16,7.37,8.63,46.08,2.44,SSD,512,291.56,220.44,56.95,7.9,182104,206295,207073,227488,2313,2904,9.82,94,376,8.77,14.41,64.58,2934,179
3,server-linux-02,192.168.1.30,01-01-26 16:07,358030,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Intel Xeon E5-2670,8,16,2.96,3.1,51.96,33.77,12.99,48.04,6.51,2.6,2.36,2.08,16,8.18,7.82,51.15,2.61,HDD,2000,1296.34,703.66,64.82,6.51,300532,271340,160235,366279,2966,2029,12.18,131,524,19.25,8.98,65.49,2972,215
1,server-linux-01,192.168.1.10,01-01-26 16:07,358040,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,AMD Ryzen 7 3700X,8,16,2.95,4.4,35.31,22.95,8.83,64.69,7.61,1.77,1.6,1.41,16,7.83,8.17,48.96,7.73,SSD,2000,819.1,1180.9,40.96,7.61,270359,105844,217616,280798,2403,2950,5.3,108,432,18.46,7.79,57.62,3115,246
2,server-win-01,192.168.1.20,01-01-26 16:07,358050,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel Xeon E5-2670,8,16,2.87,3.1,46.87,30.47,11.72,53.13,6.42,2.34,2.13,1.87,32,14.39,17.61,44.97,1.9,HDD,1000,545.73,454.27,54.57,6.42,309028,282429,176129,202482,2666,2771,12.79,130,520,9.99,10.14,59.1,3036,232
1,server-linux-01,192.168.1.10,01-01-26 16:07,358060,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel i7-9750H,6,12,2.27,4,48.13,31.28,12.03,51.87,8.17,2.41,2.19,1.93,64,24.62,39.38,38.47,4.02,HDD,2000,888.38,1111.62,44.42,8.17,211409,263368,184332,252746,2125,1893,10.39,122,488,21.64,13.66,53.37,3170,184
1,server-linux-01,192.168.1.10,01-01-26 16:07,358070,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Apple M1,8,8,2.87,3.2,38.26,24.87,9.57,61.74,5.42,1.91,1.74,1.53,32,11.56,20.44,36.14,5.03,SSD,2000,832.61,1167.39,41.63,5.42,248965,298257,145467,222889,1756,2856,14.33,94,376,21.35,13.57,56.48,2736,205
1,server-linux-01,192.168.1.10,01-01-26 16:08,358080,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Intel Xeon E5-2670,8,16,2.29,3.1,42.7,27.76,10.68,57.3,6.55,2.14,1.94,1.71,32,22.85,9.15,71.42,6.03,SSD,1000,643.66,356.34,64.37,6.55,226008,204411,173311,343106,2217,3066,7.14,104,416,19.1,15.34,53.67,2754,208
3,server-linux-02,192.168.1.30,01-01-26 16:08,358090,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Apple M1,8,8,2.44,3.2,48.24,31.35,12.06,51.76,7.72,2.41,2.19,1.93,64,29.18,34.82,45.59,6.98,SSD,512,324.74,187.26,63.43,7.72,309570,165486,192041,241743,1798,2863,13.78,93,372,24.32,12.19,59.44,2664,183
3,server-linux-02,192.168.1.30,01-01-26 16:08,358100,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel i7-9750H,6,12,2.69,4,44.98,29.24,11.25,55.02,5.56,2.25,2.04,1.8,16,10.97,5.03,68.55,5.06,SSD,2000,960.68,1039.32,48.03,5.56,333051,182889,190242,283531,1774,2064,4.87,127,508,18.82,5.43,63.14,3615,207
4,server-mac-01,192.168.1.40,01-01-26 16:08,358110,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,AMD Ryzen 7 3700X,8,16,2.47,4.4,30.89,20.08,7.72,69.11,7.21,1.54,1.4,1.24,32,14.82,17.18,46.3,6.17,HDD,2000,1252.9,747.1,62.64,7.21,326082,287010,169738,185805,2094,2422,5.47,85,340,22.32,11.37,42.82,2986,185
1,server-linux-01,192.168.1.10,01-01-26 16:08,358120,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel i7-9750H,6,12,3.04,4,24.63,16.01,6.16,75.37,6.04,1.23,1.12,0.99,64,32.46,31.54,50.71,4.32,HDD,1000,648.52,351.48,64.85,6.04,286711,128447,165365,220760,2073,2994,7.96,144,576,16.14,15.66,71.2,3272,236
4,server-mac-01,192.168.1.40,01-01-26 16:08,358130,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel Xeon E5-2670,8,16,2.88,3.1,25.97,16.88,6.49,74.03,6.83,1.3,1.18,1.04,64,27.99,36.01,43.74,3.04,NVMe,2000,1323.02,676.98,66.15,6.83,181677,186310,237430,248786,1542,2418,9.58,132,528,20.33,7.34,65.93,3213,162
1,server-linux-01,192.168.1.10,01-01-26 16:09,358140,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Apple M1,8,8,2.81,3.2,41.51,26.98,10.38,58.49,6.1,2.08,1.89,1.66,64,24.09,39.91,37.64,3.5,HDD,512,410.68,101.32,80.21,6.1,229305,174440,152279,242028,2607,2898,3.32,109,436,19.25,11.26,42.51,3187,201
3,server-linux-02,192.168.1.30,01-01-26 16:09,358150,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Intel Xeon E5-2670,8,16,2.57,3.1,63.01,40.96,15.75,36.99,6.17,3.15,2.86,2.52,32,17.33,14.67,54.17,5.08,SSD,512,176.03,335.97,34.38,6.17,320075,151489,171003,199979,2975,2583,10.21,149,596,25.13,13.57,66.49,3073,199
3,server-linux-02,192.168.1.30,01-01-26 16:09,358160,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Intel Xeon E5-2670,8,16,2.5,3.1,36.69,23.85,9.17,63.31,4.98,1.83,1.67,1.47,16,11.67,4.33,72.92,8.18,HDD,1000,693,307,69.3,4.98,374170,136270,168922,297264,2158,3969,15.26,141,564,25.42,8.95,57.8,3355,204
2,server-win-01,192.168.1.20,01-01-26 16:09,358170,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel i7-9750H,6,12,2.79,4,54,35.1,13.5,46,6.66,2.7,2.45,2.16,64,36.51,27.49,57.05,6.27,SSD,512,259.49,252.51,50.68,6.66,243994,178289,135491,293853,2382,1894,11.77,128,512,19.7,14.47,62.02,2328,279
3,server-linux-02,192.168.1.30,01-01-26 16:09,358180,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,AMD Ryzen 7 3700X,8,16,4.29,4.4,18.84,12.24,4.71,81.16,5.74,0.94,0.86,0.75,32,18.73,13.27,58.53,3.91,SSD,1000,478.6,521.4,47.86,5.74,288552,177641,221084,216535,2570,2842,11.69,127,508,21.41,13.19,62.78,2944,217
3,server-linux-02,192.168.1.30,01-01-26 16:09,358190,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Apple M1,8,8,2.18,3.2,41.41,26.92,10.35,58.59,3.97,2.07,1.88,1.66,16,8.03,7.97,50.17,6.74,SSD,2000,778.49,1221.51,38.92,3.97,308590,238058,152258,234498,2779,2352,10.02,96,384,21.56,12.82,49.05,2544,197
4,server-mac-01,192.168.1.40,01-01-26 16:10,358200,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Apple M1,8,8,2.92,3.2,33.75,21.94,8.44,66.25,4.36,1.69,1.53,1.35,32,17.19,14.81,53.72,2.6,SSD,2000,1174.51,825.49,58.73,4.36,301233,140050,184943,270049,2374,2387,11.27,124,496,22.16,21.31,62.57,2550,180
2,server-win-01,192.168.1.20,01-01-26 16:10,358210,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Intel Xeon E5-2670,8,16,2.91,3.1,51.48,33.46,12.87,48.52,5.42,2.57,2.34,2.06,16,8.87,7.13,55.44,4.85,SSD,1000,440.82,559.18,44.08,5.42,272067,220871,133597,231916,2250,3025,14.38,131,524,28.18,7.34,70.64,3030,195
2,server-win-01,192.168.1.20,01-01-26 16:10,358220,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel Xeon E5-2670,8,16,2.95,3.1,47.17,30.66,11.79,52.83,6.6,2.36,2.14,1.89,32,17.09,14.91,53.42,6,NVMe,1000,691.62,308.38,69.16,6.6,317428,208338,163110,254947,1168,2549,9.79,133,532,25.79,7.45,82.62,2488,253
2,server-win-01,192.168.1.20,01-01-26 16:10,358230,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel Xeon E5-2670,8,16,2.48,3.1,46.44,30.19,11.61,53.56,5.84,2.32,2.11,1.86,32,16.42,15.58,51.3,4.47,HDD,2000,1346.44,653.56,67.32,5.84,209125,166600,209792,327158,2067,2684,8.51,115,460,10.34,16.62,61.9,3312,207
1,server-linux-01,192.168.1.10,01-01-26 16:10,358240,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel i7-9750H,6,12,3.89,4,39.7,25.8,9.92,60.3,5.74,1.98,1.8,1.59,32,11.09,20.91,34.65,5.97,HDD,2000,1163.11,836.89,58.16,5.74,175551,250979,105307,253034,2122,2630,15.5,90,360,17.64,14.46,65.41,2833,188
4,server-mac-01,192.168.1.40,01-01-26 16:10,358250,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,AMD Ryzen 7 3700X,8,16,2.73,4.4,49.59,32.24,12.4,50.41,0.69,2.48,2.25,1.98,32,15.18,16.82,47.45,7.29,SSD,512,441.67,70.33,86.26,0.69,219692,198891,150887,286508,2463,2418,8.73,130,520,-1.27,19.08,62.86,3058,189
4,server-mac-01,192.168.1.40,01-01-26 16:11,358260,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Intel Xeon E5-2670,8,16,2.28,3.1,48.75,31.68,12.19,51.25,10.25,2.44,2.22,1.95,32,18.57,13.43,58.04,0.45,HDD,1000,536.73,463.27,53.67,10.25,200672,167116,176174,212209,1663,2196,13.08,130,520,10.46,13.82,49.77,2815,197
3,server-linux-02,192.168.1.30,01-01-26 16:11,358270,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel Xeon E5-2670,8,16,2.63,3.1,33.85,22,8.46,66.15,5.92,1.69,1.54,1.35,16,9.57,6.43,59.82,6.03,NVMe,1000,563.34,436.66,56.33,5.92,235342,255074,166925,242731,1716,2780,6.15,97,388,21.45,8.66,35.46,3237,207
1,server-linux-01,192.168.1.10,01-01-26 16:11,358280,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel i7-9750H,6,12,2.59,4,51.61,33.55,12.9,48.39,6.22,2.58,2.35,2.06,16,10.36,5.64,64.77,5.16,NVMe,1000,575.9,424.1,57.59,6.22,202084,323682,176197,323668,2029,2127,9.14,85,340,24.49,15.76,60.44,3031,172
3,server-linux-02,192.168.1.30,01-01-26 16:11,358290,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Intel i7-9750H,6,12,2.74,4,48.61,31.6,12.15,51.39,4.27,2.43,2.21,1.94,32,16.87,15.13,52.71,5.47,HDD,512,227.95,284.05,44.52,4.27,315557,225182,176469,177556,2053,2132,12.46,145,580,22.48,9.27,48.12,3184,220
4,server-mac-01,192.168.1.40,01-01-26 16:11,358300,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Intel i7-9750H,6,12,3.24,4,34.32,22.31,8.58,65.68,7.78,1.72,1.56,1.37,16,8.18,7.82,51.11,3.29,NVMe,2000,1478.76,521.24,73.94,7.78,314552,173004,87784,286905,2042,2681,10.3,120,480,17.5,11.28,46.65,3116,173
3,server-linux-02,192.168.1.30,01-01-26 16:11,358310,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,AMD Ryzen 7 3700X,8,16,3.74,4.4,34.8,22.62,8.7,65.2,3.28,1.74,1.58,1.39,16,8.05,7.95,50.31,2.65,NVMe,1000,591.89,408.11,59.19,3.28,180256,194964,200045,237341,1186,2292,16.29,93,372,20.16,16.81,66.15,2805,245
3,server-linux-02,192.168.1.30,01-01-26 16:12,358320,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel i7-9750H,6,12,3.68,4,40.08,26.05,10.02,59.92,9.07,2,1.82,1.6,64,35.69,28.31,55.77,2.97,HDD,512,204.91,307.09,40.02,9.07,370235,199538,175683,196622,1986,3012,14.32,115,460,14.59,19.65,69.65,3357,193
2,server-win-01,192.168.1.20,01-01-26 16:12,358330,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Intel Xeon E5-2670,8,16,2.1,3.1,38.83,25.24,9.71,61.17,6.74,1.94,1.77,1.55,16,7.3,8.7,45.64,3.67,HDD,512,262.06,249.94,51.18,6.74,248749,193184,142531,232050,2439,2482,8.12,132,528,15.43,14.43,70.32,2879,269
2,server-win-01,192.168.1.20,01-01-26 16:12,358340,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Intel i7-9750H,6,12,3.21,4,51.69,33.6,12.92,48.31,7.11,2.58,2.35,2.07,64,26.56,37.44,41.5,8.11,HDD,512,235.56,276.44,46.01,7.11,325582,166537,192491,399319,2034,2543,12.07,117,468,26.07,6.91,71.06,2679,157
2,server-win-01,192.168.1.20,01-01-26 16:12,358350,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,AMD Ryzen 7 3700X,8,16,3.01,4.4,35.02,22.76,8.76,64.98,5.47,1.75,1.59,1.4,64,25.63,38.37,40.05,3.57,SSD,512,235.68,276.32,46.03,5.47,194869,199421,171356,273800,2327,2008,5.78,103,412,17.14,8.29,70.66,2708,203
1,server-linux-01,192.168.1.10,01-01-26 16:12,358360,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Apple M1,8,8,2.36,3.2,30.79,20.01,7.7,69.21,3.84,1.54,1.4,1.23,64,28.41,35.59,44.4,2.06,SSD,1000,644.39,355.61,64.44,3.84,180724,267436,206659,238912,2530,2433,8.15,106,424,22.64,15.49,62.64,2937,156
4,server-mac-01,192.168.1.40,01-01-26 16:12,358370,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Apple M1,8,8,2.21,3.2,32.49,21.12,8.12,67.51,4.22,1.62,1.48,1.3,32,12.32,19.68,38.51,4.75,SSD,1000,810.4,189.6,81.04,4.22,370718,202441,167045,278905,2301,2363,8.95,123,492,20.45,9.94,74.69,3382,180
1,server-linux-01,192.168.1.10,01-01-26 16:13,358380,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Apple M1,8,8,3.02,3.2,41.22,26.8,10.31,58.78,7.58,2.06,1.87,1.65,32,13.13,18.87,41.02,1.8,HDD,2000,1745.97,254.03,87.3,7.58,187337,193501,245959,238523,2957,2953,11.57,123,492,10.93,11.8,58.14,2269,165
